x_min,y_min,x_max,y_max,class_id,confidence,tracker_id,class_name
2173.7246,1236.5925,2278.9944,1331.888,2,0.39440805,,car
541.6436,1126.2885,727.6958,1284.8435,7,0.34543234,,truck
1711.8219,1361.9507,1862.7067,1485.8098,2,0.817079,,car
1603.656,1218.8102,1689.5881,1289.5349,2,0.68579787,,car
2278.1018,1405.8591,2421.9202,1552.0111,2,0.57696956,,car
2174.7463,1235.9751,2276.2373,1327.5896,2,0.565645,,car
543.39777,1129.0927,731.40845,1277.4843,5,0.41557136,,bus
541.6936,1126.3876,727.9787,1284.7826,7,0.30848747,,truck
1703.3181,1372.6351,1859.7151,1503.7343,2,0.82403183,,car
2174.7634,1234.2081,2275.9607,1329.008,2,0.71479416,,car
2271.829,1400.389,2416.393,1544.699,2,0.6863572,,car
1594.9644,1227.9497,1682.5203,1292.698,2,0.5791882,,car
543.538,1128.8229,731.7169,1277.5693,5,0.40625983,,bus
541.6092,1126.333,728.4482,1285.0005,7,0.3004932,,truck
1689.5802,1379.7572,1848.5802,1515.9042,2,0.84462893,,car
2175.5999,1232.5449,2276.277,1325.5603,2,0.667391,,car
1594.3773,1226.9928,1674.6698,1296.7043,2,0.66371375,,car
2269.159,1397.6217,2413.9404,1534.9285,2,0.45019338,,car
543.67645,1128.9478,731.6604,1277.5272,5,0.4086475,,bus
1680.0465,1393.2136,1845.524,1535.2456,2,0.82641166,,car
2265.2344,1393.1799,2416.0356,1528.7446,2,0.76223713,,car
2173.8826,1231.1432,2273.2312,1323.1036,2,0.57590866,,car
1583.989,1236.7656,1667.2192,1297.33,2,0.42231482,,car
543.6753,1128.8507,731.6486,1277.2961,5,0.40260404,,bus
2606.68,2048.134,2987.7715,2160.0,2,0.38340485,,car
1670.3146,1406.1055,1841.2589,1554.5824,2,0.86888474,,car
2265.0188,1391.9377,2413.4595,1522.1195,2,0.85700494,,car
2173.6335,1234.8743,2270.4119,1321.6458,2,0.6509401,,car
2586.7107,2010.6262,2971.9294,2160.0,2,0.5543381,,car
1571.1998,1241.8813,1663.9047,1301.0046,2,0.5260532,,car
543.67755,1128.7864,731.6397,1277.315,5,0.40990174,,bus
2353.252,1121.772,2468.1116,1239.5688,7,0.27983156,,truck
1500.7552,1049.2871,1663.7283,1151.5768,5,0.25361708,,bus
2262.4792,1378.4861,2407.4219,1512.7955,2,0.8740087,,car
1652.7239,1417.4663,1829.4082,1573.582,2,0.8501544,,car
1566.2733,1245.4248,1654.5964,1303.4154,2,0.6671525,,car
2175.8335,1233.9746,2269.8271,1319.1165,2,0.5804357,,car
2565.2666,1976.3097,2947.0833,2159.6682,2,0.57630545,,car
543.4292,1128.5575,731.83374,1276.9952,5,0.39919904,,bus
2354.4807,1130.445,2463.914,1240.1742,7,0.3256908,,truck
541.58936,1125.9849,728.6541,1284.7095,7,0.30106673,,truck
2262.1836,1373.1813,2395.0745,1505.3354,2,0.8947654,,car
1638.4797,1431.9479,1826.8484,1593.0884,2,0.7656447,,car
1556.483,1248.0181,1644.8973,1307.0615,2,0.66895115,,car
2549.8376,1940.9209,2948.965,2160.0,2,0.604418,,car
2170.2263,1231.7539,2270.7893,1318.5225,2,0.57468057,,car
543.5647,1128.6709,731.8718,1276.6046,5,0.4169275,,bus
2357.2727,1126.1626,2463.673,1239.2416,7,0.2606645,,truck
1251.368,1086.1461,1411.5323,1213.801,5,0.25872537,,bus
2262.6772,1371.9318,2389.672,1498.2885,2,0.9109406,,car
1626.6727,1446.5918,1818.8383,1615.3649,2,0.74825436,,car
1547.4918,1246.5242,1637.4962,1312.3777,2,0.72986037,,car
2529.8462,1911.9998,2917.0022,2158.7944,2,0.62425834,,car
2168.6897,1229.3373,2270.615,1317.8783,2,0.60205734,,car
543.5199,1128.4279,731.9185,1276.8545,5,0.4210611,,bus
541.7796,1125.9282,728.3257,1284.4951,7,0.3209853,,truck
1251.3741,1086.1396,1411.2823,1213.6301,5,0.27570176,,bus
2259.3955,1368.66,2385.792,1494.1748,2,0.8957301,,car
1538.3523,1256.4895,1632.385,1318.51,2,0.7632406,,car
1612.2103,1466.5917,1813.6597,1639.0155,2,0.73919606,,car
2514.3347,1881.7461,2895.2256,2160.0,2,0.6200234,,car
2170.834,1229.0226,2268.3147,1314.089,2,0.6114738,,car
543.4828,1128.4756,731.89905,1276.0875,5,0.40717173,,bus
2352.7085,1125.9852,2463.7708,1236.4454,7,0.27068818,,truck
2257.6055,1368.6313,2387.5593,1490.3181,2,0.8680336,,car
1585.5769,1483.0107,1790.6206,1672.5359,2,0.77317953,,car
1532.5477,1257.0701,1625.6631,1322.4999,2,0.7185693,,car
2494.859,1852.8011,2873.822,2153.4763,2,0.6028328,,car
2173.1096,1228.6118,2264.3337,1311.3125,2,0.5388733,,car
543.618,1128.4084,731.99243,1276.3668,5,0.41608104,,bus
2349.5894,1125.0573,2462.693,1234.1053,7,0.34563795,,truck
1252.2762,1086.078,1411.1089,1213.3524,5,0.2919278,,bus
2257.6167,1364.6387,2383.0872,1483.2141,2,0.87841696,,car
1519.6447,1265.447,1613.5807,1329.2368,2,0.7587822,,car
2485.953,1830.9152,2839.3333,2118.622,2,0.6345489,,car
1560.8357,1497.3461,1783.6985,1699.534,2,0.61000335,,car
2171.3813,1229.5464,2264.9673,1311.0525,2,0.45182332,,car
543.5288,1128.6615,731.78815,1276.3507,5,0.42460403,,bus
2345.4744,1125.6686,2459.8992,1234.0798,7,0.27880085,,truck
1252.5319,1086.1254,1410.0648,1213.3906,5,0.27373084,,bus
2252.5696,1359.0535,2378.4897,1481.052,2,0.9054496,,car
1543.4612,1514.7363,1781.1042,1730.0647,2,0.80500233,,car
1513.0635,1269.1772,1604.4045,1337.317,2,0.75729334,,car
2474.1187,1802.4596,2809.9673,2085.8745,2,0.71734476,,car
2171.28,1230.5226,2267.0684,1309.9039,2,0.5614076,,car
543.56177,1128.3142,731.7426,1276.0448,5,0.4360345,,bus
1253.4016,1085.3326,1410.488,1213.2312,5,0.25109822,,bus
2251.6553,1355.6155,2374.976,1477.7644,2,0.902349,,car
2459.3499,1783.0254,2790.422,2054.1504,2,0.7944646,,car
1500.3455,1270.8693,1598.1172,1340.8613,2,0.68319273,,car
1516.588,1536.1085,1767.4615,1765.7334,2,0.6708293,,car
2172.2493,1230.3458,2267.1514,1307.8887,2,0.5764283,,car
543.55194,1128.0887,731.6353,1276.5576,5,0.4391357,,bus
2251.315,1352.4104,2368.8906,1473.988,2,0.8025528,,car
1490.3292,1276.6677,1593.8398,1347.0828,2,0.7528617,,car
2448.078,1755.8397,2768.7615,2021.8656,2,0.7105523,,car
1487.9102,1557.0707,1753.5648,1803.07,2,0.6686795,,car
2162.9033,1225.1349,2256.496,1301.6953,2,0.46947393,,car
543.3935,1128.066,731.78577,1276.5289,5,0.4448133,,bus
2248.1882,1350.3977,2367.9517,1466.7836,2,0.8589465,,car
1458.5918,1573.088,1731.579,1846.2448,2,0.7837106,,car
1472.0962,1284.275,1580.9857,1352.9507,2,0.7736508,,car
2434.419,1736.1643,2745.8682,1990.185,2,0.7371607,,car
543.5237,1127.9575,731.8412,1276.5297,5,0.4364502,,bus
2163.8394,1226.0032,2254.9512,1303.8376,2,0.3749869,,car
2247.3086,1349.309,2363.6755,1460.3134,2,0.81021845,,car
1463.5774,1284.7816,1573.5023,1359.7216,2,0.7726143,,car
2425.9116,1720.8816,2718.814,1961.4741,2,0.7012517,,car
1423.9001,1620.1241,1732.5692,1898.0548,2,0.6835841,,car
543.42664,1128.0571,731.6426,1276.3407,5,0.43769383,,bus
2160.7393,1224.0809,2257.827,1303.6501,2,0.27439943,,car
2249.187,1346.141,2361.394,1456.0364,2,0.85661066,,car
2423.604,1702.7234,2709.2651,1934.3606,2,0.76266086,,car
1449.789,1292.9054,1558.6825,1364.1001,2,0.70223105,,car
1388.7202,1648.4865,1715.3247,1947.3871,2,0.6072597,,car
543.10046,1127.7053,731.5451,1276.3152,5,0.4344134,,bus
2162.9084,1225.4572,2259.4512,1302.6575,2,0.30570754,,car
2248.9148,1343.0798,2361.6367,1451.6273,2,0.8690061,,car
1343.3701,1676.8839,1674.1073,2011.5048,2,0.7268601,,car
2406.8943,1684.4403,2690.075,1912.533,2,0.72327256,,car
1442.4032,1296.5447,1552.6682,1373.8088,2,0.7172483,,car
543.1168,1127.6687,731.57007,1276.2401,5,0.45657676,,bus
2163.8167,1226.5951,2258.3284,1302.2506,2,0.38012683,,car
2243.54,1338.81,2363.4456,1446.0226,2,0.8641852,,car
1427.5526,1301.7599,1542.8417,1382.1293,2,0.8058779,,car
1296.0349,1717.5817,1652.8741,2086.1787,2,0.780219,,car
2404.6816,1670.9763,2670.1143,1887.6652,2,0.680052,,car
542.8556,1127.5825,731.3483,1276.6461,5,0.44208497,,bus
2172.7104,1226.6107,2254.2756,1296.6149,2,0.430135,,car
1411.1147,1304.6356,1530.6055,1391.7924,2,0.78004044,,car
2241.6716,1338.292,2361.5303,1442.8009,2,0.7724086,,car
2390.5264,1655.6532,2645.1313,1864.4579,2,0.67966074,,car
1241.0654,1761.3468,1626.1146,2159.7102,2,0.6275647,,car
542.92126,1127.7861,731.3334,1276.8912,5,0.4356719,,bus
2168.4385,1223.4043,2254.3098,1296.7864,2,0.2923234,,car
2239.3477,1333.4911,2357.68,1436.5546,2,0.7764335,,car
1140.6304,1811.3896,1609.0756,2160.0,2,0.7256393,,car
1401.0382,1307.7521,1522.8905,1394.9854,2,0.7235903,,car
2385.7046,1639.6415,2637.5017,1844.4534,2,0.6768528,,car
542.8536,1128.0162,731.35333,1276.625,5,0.40218273,,bus
541.0827,1126.0928,727.72266,1284.4032,7,0.33363926,,truck
1384.6987,1312.7787,1514.3564,1403.2826,2,0.81228817,,car
2235.4622,1331.9154,2356.265,1434.2633,2,0.8106205,,car
2379.3152,1628.5752,2622.0784,1825.4542,2,0.81022656,,car
1128.8398,1862.6605,1569.6915,2156.9597,2,0.72655314,,car
542.925,1128.1895,732.0867,1277.1436,5,0.37075296,,bus
2165.2874,1223.8048,2253.4893,1288.8539,2,0.3425144,,car
543.3868,1127.4507,731.7591,1281.0714,7,0.33015868,,truck
2236.486,1327.1371,2353.177,1431.7476,2,0.83604807,,car
1367.4229,1325.4598,1505.2115,1412.0636,2,0.74045515,,car
2371.5713,1610.0764,2608.2708,1804.3755,2,0.7061206,,car
2165.443,1226.3961,2252.3254,1289.1632,2,0.41565087,,car
542.9257,1128.3816,731.91,1277.0995,5,0.37102285,,bus
540.806,1125.9111,728.98755,1284.5878,7,0.30942792,,truck
1091.2936,1928.2123,1532.7964,2160.0,2,0.27200192,,car
2235.3767,1323.5369,2348.7278,1427.3151,2,0.77643496,,car
1349.6343,1329.5248,1481.7094,1424.3811,2,0.7587683,,car
2363.226,1601.0568,2594.6501,1790.1677,2,0.67935187,,car
2167.076,1226.6254,2252.7993,1289.4921,2,0.5106241,,car
542.83136,1128.3907,731.7239,1276.9896,5,0.36307544,,bus
540.72675,1125.9204,728.8074,1284.5168,7,0.33517542,,truck
2235.7078,1320.924,2351.5908,1426.9688,2,0.8453291,,car
2355.953,1588.7256,2582.9387,1772.9414,2,0.78586227,,car
1336.3213,1337.3025,1468.775,1436.0769,2,0.7723342,,car
2165.1753,1226.596,2252.5903,1289.9413,2,0.49476278,,car
3722.7139,1612.6783,3839.1719,2145.9158,2,0.39518002,,car
543.0541,1128.5043,731.643,1276.8901,5,0.37024498,,bus
541.0723,1125.902,728.5578,1284.3694,7,0.32285884,,truck
2232.7854,1322.54,2346.8125,1415.909,2,0.8297211,,car
1316.9066,1344.1393,1458.1659,1443.5773,2,0.7698869,,car
2355.4194,1581.405,2568.4766,1754.1848,2,0.65197504,,car
3691.2239,1616.4185,3839.097,2149.8691,2,0.37104756,,car
543.0512,1128.5255,731.5973,1277.0153,5,0.3644149,,bus
541.0551,1125.921,728.54846,1284.3939,7,0.33262765,,truck
2165.3242,1223.5712,2251.4424,1287.5823,2,0.33025095,,car
1777.4257,1098.3248,1858.4703,1191.9961,2,0.2535715,,car
2231.8923,1315.8193,2348.187,1414.6714,2,0.8574426,,car
1301.7372,1350.8448,1445.1014,1455.3563,2,0.77433765,,car
3652.2122,1602.0652,3837.9756,2150.466,2,0.6967146,,car
2345.844,1569.0531,2555.121,1740.6075,2,0.6675035,,car
543.1037,1128.5685,731.7029,1276.8282,5,0.3652623,,bus
541.0954,1125.9811,728.6408,1284.3505,7,0.32983655,,truck
2161.2512,1219.7971,2249.095,1288.0969,2,0.3149228,,car
2225.9172,1312.5579,2345.108,1411.4006,2,0.8175847,,car
1282.9639,1359.8833,1431.0417,1462.5033,2,0.75561845,,car
2350.9355,1562.2324,2551.4023,1727.7638,2,0.6721224,,car
3619.8809,1594.1965,3838.8955,2152.7363,7,0.4806215,,truck
2164.013,1220.573,2248.2114,1288.0261,2,0.40814954,,car
543.07983,1128.514,731.6611,1276.995,5,0.37290505,,bus
541.07355,1125.9668,728.7594,1284.5471,7,0.31740877,,truck
2223.8425,1307.4977,2344.1238,1408.3639,2,0.78632444,,car
1257.2382,1371.1036,1412.5394,1478.5668,2,0.7675957,,car
2339.8447,1549.474,2538.0151,1710.7529,2,0.6900731,,car
3588.3171,1579.4744,3837.9756,2152.9153,7,0.6705964,,truck
2164.8152,1224.5741,2249.3755,1288.0304,2,0.3951443,,car
542.9689,1128.5388,731.5955,1277.0673,5,0.35840186,,bus
540.92365,1126.0151,728.62103,1284.6603,7,0.3297831,,truck
1774.5919,1101.5674,1854.5643,1194.1675,2,0.25233167,,car
2224.0159,1302.5354,2332.7556,1402.7955,2,0.81240886,,car
1234.5248,1383.043,1393.4614,1490.3851,2,0.7927974,,car
2333.6904,1538.7151,2530.4292,1700.5104,2,0.732548,,car
3557.7495,1566.5955,3837.788,2155.5264,7,0.621254,,truck
542.87054,1128.4423,731.65155,1277.2372,5,0.36569,,bus
2166.5554,1224.1615,2249.218,1288.0693,2,0.32853,,car
540.87695,1125.8323,728.8642,1284.6207,7,0.32484952,,truck
1214.0436,1388.1222,1383.1898,1503.5519,2,0.8398396,,car
2222.021,1300.1356,2326.3398,1399.4729,2,0.82539076,,car
2317.319,1527.2637,2522.376,1684.9882,2,0.79218996,,car
3532.2612,1555.938,3837.9126,2152.9387,7,0.64885974,,truck
542.9658,1128.6406,731.736,1276.8751,5,0.3611558,,bus
540.9781,1126.055,728.9006,1284.3153,7,0.29798526,,truck
2168.6733,1220.1725,2247.5537,1287.1437,2,0.2632913,,car
1193.7261,1397.0099,1363.6458,1518.1033,2,0.8120155,,car
2221.3872,1298.9998,2327.54,1397.5558,2,0.80998963,,car
2319.2456,1519.3433,2514.907,1675.1309,2,0.76499295,,car
3502.5051,1540.945,3838.046,2154.9502,7,0.64986247,,truck
542.9588,1128.524,731.744,1276.819,5,0.35975692,,bus
540.9209,1125.9932,728.94165,1284.4138,7,0.29616165,,truck
1166.8857,1409.4532,1341.0979,1535.8737,2,0.8918443,,car
2217.413,1294.857,2322.082,1393.979,2,0.72658104,,car
2311.4314,1513.299,2502.1672,1663.2609,2,0.7153499,,car
3477.2263,1536.3684,3838.0693,2155.744,7,0.6003955,,truck
3479.105,1538.5071,3838.276,2154.3516,5,0.43403852,,bus
542.756,1128.4543,731.6401,1276.787,5,0.35580257,,bus
540.6627,1125.8962,728.8206,1284.4729,7,0.30501246,,truck
1133.7196,1421.427,1327.0712,1548.9929,2,0.80361533,,car
2218.6091,1294.3125,2321.647,1391.1855,2,0.7820324,,car
2307.3342,1493.9822,2490.0728,1647.6512,2,0.7731805,,car
3452.382,1529.4767,3837.9795,2157.2244,5,0.5347498,,bus
3451.6787,1529.8257,3839.1577,2154.8005,7,0.4916527,,truck
542.9208,1128.2472,731.6036,1277.2803,5,0.36385036,,bus
541.1606,1125.6185,728.4694,1284.7628,7,0.28629908,,truck
1106.0217,1433.7682,1304.6184,1570.34,2,0.7916806,,car
2304.1428,1490.4602,2485.8123,1640.6927,2,0.77720755,,car
2217.4768,1294.392,2319.6724,1389.2917,2,0.7593845,,car
3423.9426,1513.7695,3838.1104,2155.5083,7,0.5573225,,truck
542.727,1128.3204,731.64056,1276.9845,5,0.38856855,,bus
2216.4902,1295.302,2318.4944,1388.8479,2,0.82737714,,car
2299.9226,1487.4404,2477.57,1630.6399,2,0.74580115,,car
1081.6187,1445.5669,1286.1724,1584.9501,2,0.7456145,,car
3402.66,1504.7162,3836.9744,2151.9038,5,0.59250563,,bus
3402.182,1502.9637,3838.2483,2155.3303,7,0.53944546,,truck
543.12286,1128.2115,731.70575,1277.0386,5,0.39974675,,bus
2214.3062,1291.9823,2318.6733,1385.3717,2,0.8436018,,car
1044.9696,1460.539,1258.4963,1604.7327,2,0.780472,,car
2303.2847,1482.3025,2471.3906,1621.2986,2,0.7152579,,car
3378.1282,1496.113,3838.284,2158.4275,7,0.6609277,,truck
543.0143,1128.5636,731.85406,1277.0173,5,0.4093062,,bus
1259.4532,1080.802,1408.4131,1214.1515,5,0.25488886,,bus
1007.22217,1471.084,1233.9569,1627.1213,2,0.84521514,,car
2214.1501,1290.1432,2317.568,1383.7753,2,0.81122,,car
2302.702,1474.8187,2465.2659,1608.0298,2,0.7510172,,car
3357.66,1487.2573,3837.3757,2149.8237,7,0.6702781,,truck
543.1613,1128.289,731.63947,1276.248,5,0.39723685,,bus
976.6842,1487.0223,1201.8915,1649.8943,2,0.89493537,,car
2213.2422,1286.3469,2313.501,1376.6102,2,0.7473527,,car
2289.117,1467.3794,2457.2305,1600.4517,2,0.7280839,,car
3331.5059,1479.8145,3838.317,2153.4814,7,0.6375753,,truck
543.20294,1128.4254,731.7259,1276.1022,5,0.4150211,,bus
931.79956,1504.1371,1178.1769,1677.5519,2,0.86663187,,car
2215.487,1288.025,2312.2625,1375.1213,2,0.80200684,,car
2282.9011,1465.9666,2452.6223,1593.0828,2,0.7523837,,car
3313.4446,1470.9391,3837.2295,2148.6545,7,0.5926691,,truck
542.8162,1128.2839,731.83136,1277.3615,5,0.43502522,,bus
1259.1595,1080.7593,1408.96,1215.2224,5,0.2609719,,bus
889.91895,1522.0895,1151.5321,1700.8715,2,0.91889256,,car
2215.1074,1286.6315,2310.3062,1369.4722,2,0.79682237,,car
2282.0068,1456.3662,2445.4226,1586.6202,2,0.7441792,,car
3290.9385,1463.1782,3837.2688,2145.98,7,0.72682667,,truck
541.04114,1125.3446,728.61786,1280.7795,5,0.43027434,,bus
1258.2748,1080.4471,1408.5809,1215.975,5,0.26309785,,bus
838.64777,1539.033,1113.5352,1730.0204,2,0.84833014,,car
2214.3452,1282.8468,2308.9792,1368.0353,2,0.7128438,,car
2276.7488,1449.3832,2432.9648,1578.5403,2,0.71177536,,car
3268.8838,1455.5151,3837.0747,2145.6946,7,0.5330352,,truck
543.10144,1128.2382,731.55475,1276.5913,5,0.4312466,,bus
794.22034,1560.308,1069.7849,1760.3716,2,0.8507862,,car
2271.234,1440.9362,2426.1807,1568.7914,2,0.7671161,,car
2210.8,1282.0624,2307.846,1366.115,2,0.70485675,,car
3255.17,1451.351,3836.5005,2143.0671,7,0.47467163,,truck
543.64685,1128.0261,731.986,1275.9786,5,0.4267845,,bus
737.60376,1578.367,1043.9084,1795.065,2,0.8314446,,car
2272.161,1438.571,2424.038,1561.1488,2,0.7596583,,car
2210.68,1277.3263,2305.3965,1364.4135,2,0.6976187,,car
3233.609,1440.6937,3837.9683,2147.466,6,0.65057504,,train
543.2399,1125.416,728.76385,1279.2085,5,0.42586273,,bus
674.53143,1610.4962,1002.4371,1828.7751,2,0.8333257,,car
3217.421,1434.2201,3838.046,2148.507,6,0.7977769,,train
2264.9473,1429.485,2415.3984,1554.1901,2,0.7737994,,car
2207.2434,1275.8019,2304.1985,1365.6643,2,0.7029565,,car
541.35266,1125.407,727.9884,1280.3369,5,0.40315294,,bus
608.08527,1629.453,962.6679,1869.6251,2,0.8286506,,car
2260.4165,1422.149,2407.589,1541.7513,2,0.8141908,,car
3201.6233,1427.7638,3838.114,2145.0457,6,0.7687749,,train
2208.1584,1275.4882,2301.7053,1362.3413,2,0.69953126,,car
541.0154,1125.2479,728.2835,1279.875,5,0.4053019,,bus
531.30707,1655.3223,906.9699,1913.7225,2,0.8220125,,car
2260.6816,1422.3922,2402.7546,1536.4885,2,0.7962215,,car
2207.7642,1271.0607,2296.6328,1357.7528,2,0.70935553,,car
3186.171,1424.1786,3838.085,2139.5032,6,0.6915641,,train
543.40564,1126.0948,731.19324,1281.3284,5,0.44644463,,bus
2259.2944,1418.888,2398.2458,1530.0864,2,0.8499985,,car
2205.6404,1272.2605,2301.584,1351.4612,2,0.7790205,,car
3170.0881,1417.439,3838.1008,2133.968,6,0.742822,,train
454.796,1684.8557,838.1496,1960.532,2,0.72248864,,car
543.2137,1127.5354,731.6738,1277.3889,5,0.4382914,,bus
2256.0908,1415.5248,2394.3384,1525.5433,2,0.8394188,,car
363.95508,1718.1145,791.4245,2019.5508,2,0.79444355,,car
2202.0957,1272.0122,2300.0015,1351.7345,2,0.7273008,,car
3156.1296,1410.9294,3838.2576,2132.5942,6,0.70095736,,train
543.3472,1127.6635,731.51465,1277.2351,5,0.40771475,,bus
2250.9487,1408.5836,2388.643,1519.7448,2,0.86489624,,car
264.62695,1753.3074,740.58057,2083.5835,2,0.778405,,car
2202.2725,1267.481,2295.8108,1348.1349,2,0.7217046,,car
3143.1013,1406.7776,3838.281,2116.353,6,0.4854008,,train
543.4059,1127.6456,731.45856,1277.2992,5,0.41033384,,bus
1827.2673,1184.3196,1905.4856,1234.3546,2,0.25805962,,car
2248.6677,1400.6166,2384.4294,1511.9286,2,0.85057145,,car
2201.6372,1264.9106,2293.8271,1344.641,2,0.8039954,,car
111.13138,1798.73,658.65564,2142.915,2,0.6777284,,car
543.2229,1127.7408,731.4958,1277.8982,5,0.40670273,,bus
3120.7705,1400.7631,3836.3145,2136.6975,5,0.3274068,,bus
1895.4792,1198.9867,1979.666,1254.6482,2,0.31829903,,car
3121.536,1400.2622,3837.3992,2132.1255,7,0.30497336,,truck
2248.6538,1393.9865,2380.0972,1505.0577,2,0.86282873,,car
2205.6814,1263.3743,2293.1597,1344.6163,2,0.71507335,,car
3110.6382,1394.0178,3836.171,2139.9048,5,0.6682928,,bus
2.9685059,1845.3241,579.4675,2154.6636,2,0.46871555,,car
543.1052,1127.6323,731.47394,1278.5371,5,0.4003774,,bus
1893.1366,1209.4818,1978.6047,1256.4108,2,0.38004175,,car
3314.6062,1837.3317,3434.7263,1943.5127,2,0.26429614,,car
2244.5808,1389.6423,2375.907,1500.7892,2,0.84897584,,car
2205.7488,1264.0164,2294.8787,1342.4478,2,0.7505377,,car
3092.4155,1388.6617,3837.1143,2141.8901,7,0.5350638,,truck
1.5591888,1895.3959,489.78644,2151.106,2,0.42002758,,car
1894.8047,1213.708,1970.8601,1259.6045,2,0.41049427,,car
543.1836,1127.6996,731.61597,1278.282,5,0.40188766,,bus
2239.1882,1387.8469,2370.3855,1495.8392,2,0.83890676,,car
2204.1277,1260.1444,2294.9985,1340.7504,2,0.74411035,,car
3072.4065,1381.5381,3838.582,2140.664,5,0.6874333,,bus
1890.8741,1211.3633,1973.336,1267.2148,2,0.490943,,car
543.24756,1127.7577,731.5794,1277.7379,5,0.38588032,,bus
541.68463,1125.4918,728.2332,1284.7288,7,0.30157998,,truck
1689.5673,1107.3728,1798.1195,1233.2948,5,0.25659797,,bus
2242.1633,1383.6035,2366.1519,1487.8945,2,0.78319776,,car
2203.6306,1256.7749,2294.1404,1341.6523,2,0.7164278,,car
1886.161,1209.1696,1972.1422,1268.7156,2,0.51017314,,car
543.34607,1127.9152,731.71655,1276.8154,5,0.39017895,,bus
3064.358,1375.1956,3838.4956,2138.831,5,0.387545,,bus
541.5366,1125.6884,728.2923,1283.927,7,0.30245292,,truck
3066.004,1374.2794,3837.1204,2143.8438,7,0.2922393,,truck
2242.6882,1378.9843,2362.495,1482.4352,2,0.83879685,,car
2198.688,1257.3336,2295.2432,1339.6168,2,0.8115791,,car
1889.9978,1218.6738,1966.7952,1270.0228,2,0.6120408,,car
3046.038,1371.9382,3838.6768,2136.9185,5,0.48519447,,bus
543.3148,1127.8359,731.7395,1277.1002,5,0.39383,,bus
541.5634,1125.793,728.7157,1284.2517,7,0.29377705,,truck
2240.004,1375.799,2358.1833,1478.531,2,0.85869503,,car
2196.5085,1255.0741,2295.4697,1338.4124,2,0.75473446,,car
1881.6152,1215.6952,1966.6282,1276.3835,2,0.5363426,,car
543.18353,1128.2062,731.459,1278.6958,5,0.40549225,,bus
541.2919,1126.1261,728.15265,1285.5087,7,0.3083889,,truck
2238.7354,1372.6384,2354.3855,1473.1322,2,0.8531255,,car
2196.6672,1255.0693,2295.216,1339.0668,2,0.8095198,,car
1880.0566,1215.0156,1959.4219,1277.3456,2,0.6324108,,car
543.3962,1127.9498,731.3622,1276.7877,5,0.4028328,,bus
3005.4292,1368.2263,3840.0,2143.369,7,0.35714266,,truck
541.74713,1125.7644,727.65656,1283.9382,7,0.3139018,,truck
3010.7258,1360.1884,3838.6057,2141.4626,5,0.29476443,,bus
2232.5632,1367.7562,2350.848,1467.522,2,0.85736734,,car
2193.1763,1251.6838,2291.9033,1336.589,2,0.68567586,,car
1880.1578,1216.6708,1960.6287,1284.5564,2,0.6277515,,car
544.1759,1127.8011,731.3304,1275.739,5,0.3743568,,bus
544.4592,1126.5636,731.4511,1279.3882,7,0.32273218,,truck
3002.9685,1355.6627,3838.6663,2139.644,5,0.30194828,,bus
2229.3833,1368.0133,2350.0608,1461.2704,2,0.8366883,,car
1879.0983,1227.719,1958.3401,1290.2188,2,0.6386746,,car
2193.5178,1249.6797,2291.7612,1333.7509,2,0.5963636,,car
3002.3657,1356.336,3837.2747,2153.7415,5,0.5490284,,bus
543.47784,1127.8738,731.176,1276.6627,5,0.3942768,,bus
2937.547,1686.2605,3513.4307,2159.6,5,0.3581767,,bus
541.9538,1125.4432,727.5874,1283.5955,7,0.3137136,,truck
1250.799,1084.5352,1411.9618,1214.6129,5,0.2521909,,bus
2225.3308,1364.4877,2347.3845,1460.9443,2,0.83039385,,car
1877.699,1231.3011,1955.3701,1290.5698,2,0.54468346,,car
2992.3962,1350.3966,3837.7231,2153.5037,5,0.4717007,,bus
2193.162,1249.5759,2287.5793,1333.1896,2,0.46185014,,car
543.25635,1128.1582,731.352,1276.9979,5,0.4029908,,bus
2915.8582,1654.4531,3460.5244,2154.0125,7,0.3514756,,truck
541.66956,1125.8926,728.02686,1284.0602,7,0.31037214,,truck
1790.213,1211.5919,1866.9811,1259.812,2,0.29387182,,car
2223.4673,1359.1731,2345.5325,1459.3535,2,0.81917787,,car
2190.7642,1252.6537,2286.8286,1332.3866,2,0.59230846,,car
1875.1458,1233.5876,1954.9504,1296.5133,2,0.44434053,,car
2886.4636,1670.7239,3404.0178,2122.9822,7,0.42062885,,truck
543.61786,1127.9537,731.4502,1276.8512,5,0.3873885,,bus
542.14014,1125.5277,728.0503,1283.8253,7,0.31444675,,truck
1784.8334,1215.3824,1860.5288,1259.139,2,0.2532579,,car
2988.309,1346.1401,3837.5706,2151.5698,5,0.2513061,,bus
2219.3174,1356.3085,2341.7952,1451.8141,2,0.748955,,car
2190.227,1248.1681,2282.9128,1327.107,2,0.606963,,car
2971.861,1337.9788,3836.9875,2157.1802,6,0.5643834,,train
2864.8323,1649.406,3365.4397,2084.885,7,0.45943496,,truck
1870.1349,1223.8713,1950.5226,1295.5657,2,0.43065622,,car
543.6658,1128.1261,731.4533,1276.7484,5,0.39120057,,bus
1781.1992,1209.8767,1859.687,1261.1107,2,0.3683336,,car
1653.9214,1124.6544,1754.4243,1250.0586,5,0.32257676,,bus
542.08636,1125.7714,727.87537,1283.7167,7,0.30678523,,truck
